case_id,province,city,company_name,official_exit_year,official_exit_event,final_label,final_confidence,human_reviewer,validation_date,primary_evidence_doc,primary_evidence_lines,secondary_evidence_doc,secondary_evidence_lines,supplementary_source_id,final_rationale,alternative_label,ambiguity_note,caveat,source_coverage_score,notes
expand_js_yixing_chengfa,Jiangsu,Yixing,宜兴市城市发展投资有限公司,2015,"Prospectus and legal opinion state that the company does not undertake government financing functions, that new debt after January 1 2015 is not local government debt, and that the issuer has no land-reserve function, no current land-development or land-repurchase business, no BT, no project repurchase, no government-purchase-service project, and no government-project advance financing.",functional_transfer,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_yx_chengfa_2026_mtn1_003,1052-1092;2097-2126;2140-2166;3901-3907;3945-3951;4611-4612;4676-4677;4793-4808;4823-4833,doc_js_yx_chengfa_2026_mtn1_004,588-601;700-714;727-730,src_js_yx_chengfa_001,"The issuer remains an important infrastructure-construction and asset-operation platform, but the current project channel is specified as entrusted construction, fiscal settlement, and management-fee compensation. The documents distinguish this model from BT, repurchase, government purchase service, land reserve, and advance financing for government projects, so the case is coded as functional transfer rather than substantive exit.",nominal_exit,"Large receivables from Yixing Finance Bureau and earlier infrastructure-related advances show continuing government-linked functions, so the case could be coded as nominal exit if later evidence weakens the fiscal-management interpretation.",No independent platform-list exit document or rating report has been collected. The label relies on prospectus and legal-opinion disclosures.,3,New Jiangsu county-level functional-transfer case; useful as a high-capacity fiscal-management example.
expand_fj_fuzhou_guozi,Fujian,Fuzhou,福州国有资本投资运营集团有限公司,2022,"Legal opinion reports that Fuzhou SASAC approved the company name change from Fuzhou State-Owned Assets Investment Development Group to Fuzhou State Capital Investment and Operation Group in January 2022 and changed its business scope from urban infrastructure, area development, utilities, strategic-industry development, and real estate to headquarters management, own-fund investment, venture investment, and consulting.",functional_transfer,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_fj_fz_guozi_2026_scp1_006,139-145;162-173;203-211;535-540,doc_fj_fz_guozi_2026_scp1_004;doc_fj_fz_guozi_2026_scp1_002,5959-5981;5982-6014;81-95;102-104;523-538;851-867,src_fj_fz_guozi_001,"The same legal issuer was converted from a development-oriented state-owned assets investment group into a state-capital investment and operation platform. Direct urban infrastructure and area-development language disappeared from the issuer business scope, while municipal infrastructure functions continued through equity stakes in Fuzhou Chengtou, Fuzhou Zuohai, and other city platforms and through the Mindu infrastructure fund. This is a transfer into portfolio and fund channels rather than substantive disappearance.",substantive_exit,"If the coding rule focused only on the issuer direct business scope, the 2022 scope change could support substantive exit. The functional-transfer label rests on evidence that infrastructure and public investment remained inside the issuer institutional orbit through equity ownership and fund-based investment.","No independent platform-list exit document has been collected. The formal event is a 2022 SASAC-approved name, scope, and asset reorganization rather than an explicit financing-platform-list exit notice.",4,New Fuzhou state-capital-operation case; useful paired with the existing Fuzhou Chengtou case to show within-city differentiation across platforms.
expand_js_zhenjiang_industry,Jiangsu,Zhenjiang,镇江产业投资控股集团有限公司,2023,"Zhenjiang municipal government issued the 2023 notice establishing Zhenjiang Industrial Investment Holding Group through the reorganization of Zhenjiang Guotou Real Estate Development, the transfer of Zhenjiang State-Owned Investment Holding Group and a 55 percent stake in Zhenjiang Transportation Industry Group, and related asset stripping and injection.",nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_zhenjiang_industry_2026_cp3_003,138-145;366-380;397-400;642-645;650-668;953-980;996-1022;1140-1173,doc_js_zhenjiang_industry_2026_cp3_005,511-520;533-549;563-571;6163-6175;7915-7936,src_js_zhenjiang_industry_001,"The 2023 restructuring created an industrial-investment holding group and contains formal government-financing-function stripping language. But the same group system continues to show traffic infrastructure construction, land整理, fiscal-payment arrangements, government-linked receivables, and repurchase-payment risk. The corporate label changed more clearly than the quasi-fiscal development function, so this is coded as nominal exit.",functional_transfer,"The asset transfers to transportation, railway, automobile, and commercial-management entities support a partial functional-transfer interpretation. The final label remains nominal because the current evidence still places major land, traffic, fiscal-support, and government-repurchase functions inside the issuer or its consolidated group.",The original 2023 municipal reorganization notice has not been collected directly. The formal event and functional evidence rely on the 2026 prospectus and legal opinion.,3,New Jiangsu boundary case; useful for distinguishing nominal exit from partial functional transfer.
expand_js_jiangning_guozi,Jiangsu,Nanjing Jiangning,南京江宁国有资产经营集团有限公司,2015,"Prospectus states that the company has stripped government financing functions and transformed into a self-operating market-oriented entity, and later repeats that new debt after January 1 2015 is not local government debt.",nominal_exit,high,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_jiangning_guozi_2026_mtn1_004,18-20;154-163;383-411;885-905;1716-1722;1727-1747;1766-1774;1785-1824;2285-2321,doc_js_jiangning_guozi_2026_mtn1_008,128-135,src_js_jiangning_guozi_001,"Explicit formal exit language coexists with continuing infrastructure investment and financing pressure, engineering-construction dominance in revenue, entrusted construction through Jiangning Science Park, management-committee cost-plus payment, and government-linked receivables. The issuer remains Jiangning District main infrastructure and state-owned asset operation body, so the official category changed more than the underlying development function.",functional_transfer,A functional-transfer reading would become plausible if later evidence shows that fiscal authorities rather than the issuer assumed project financing risk after 2015. Current evidence still emphasizes issuer-side financing needs and receivables.,The original regulator or local government document recognizing the stripping of government financing functions has not been collected directly; the formal event is based on prospectus compliance language.,4,New high-confidence Jiangsu district nominal-exit case.
expand_js_changshu_invest,Jiangsu,Changshu,常熟市投资控股集团有限公司,2015,Prospectus states that the company has stripped government financing functions and transformed into a market-oriented entity that operates and bears risk independently; legal opinion also reports 2021 transfer of the issuer to Changshu State Capital Investment and Operation Group and a 2025 name change to Changshu Investment Holding Group.,functional_transfer,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_changshu_invest_2026_mtn3_001,18-21;464-475;523-532;549-553;655-662;731-732;1156-1175;6509-6528,doc_js_changshu_invest_2026_mtn3_002,157-160;363-375;381-384;1802-1821,src_js_changshu_invest_001,"The issuer keeps public and policy-linked functions including affordable housing, grain procurement, market operations, investment activity, fiscal subsidies, and government-linked receivables. But the documents explicitly exclude land development, land reserve financing, PPP, government investment funds, BT, project repurchase, government purchase service, government-project advance financing, and debts requiring fiscal repayment. This pattern fits functional transfer through policy business and state-capital channels rather than substantive exit or pure nominal exit.",nominal_exit,"A nominal-exit reading remains plausible because government-linked receivables, fiscal subsidies, and affordable housing functions continue. The functional-transfer label rests on the unusually explicit negative list and state-capital ownership shift.",Only the prospectus and legal opinion were locally extracted in this pass. A rating report or local government document should be collected before raising confidence.,3,New Jiangsu county-level functional-transfer case; useful counterweight to high-confidence nominal cases.
expand_ah_suzhou_chengtou,Anhui,Suzhou,宿州市城市建设投资集团(控股)有限公司,2015,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; a separate compliance section says the issuer rectified and standardized the stripping of government financing functions and does not undertake land-reserve functions.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_ah_suzhou_chengtou_2026_mtn3_005,803-816;860-878;4506-4523;4555-4593;8024-8038;8834-8865,doc_ah_suzhou_chengtou_2026_mtn3_002;doc_ah_suzhou_chengtou_2026_mtn3_007,667-671;875-879;182-184;824-828;1107-1108,src_ah_suzhou_chengtou_001,"Formal debt-compliance language coexists with continuing infrastructure construction, land-leveling, affordable-housing, entrusted-construction, fiscal-settlement, government-subsidy, and future public-development functions inside the same issuer. The documents do not show a clean relocation of these functions, so the institutional change is coded as nominal exit.",functional_transfer,A functional-transfer reading would become plausible if later evidence shows that post-2015 project financing risk was absorbed by the fiscal budget or by another platform. Current disclosures still center the same issuer in infrastructure and land-related development functions.,The current packet relies on issuer disclosures and audit reports from the 2026 issuance page rather than an independently collected local-government exit-list document.,4,New Anhui validated case from the June 30 Shanghai Clearing candidate harvest; useful as a high-priority nominal-exit example in an inland prefecture.
expand_hb_huangshi_chengfa,Hubei,Huangshi,黄石市城市发展投资集团有限公司,2015,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the same issue also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_hb_huangshi_chengfa_2026_cp8_001,638-676;1136-1166;1248-1265;1290-1332;12340-12430,doc_hb_huangshi_chengfa_2026_cp8_003;doc_hb_huangshi_chengfa_2026_cp8_005;doc_hb_huangshi_chengfa_2026_cp8_008,1-120;1-120;1-120,src_hb_huangshi_chengfa_001,"Formal debt-compliance language coexists with continuing infrastructure investment, land development and整理, entrusted construction, public-housing and PPP/BOT activity, large government fiscal inflows, and payables to finance bureaus. The disclosed functions remain inside the issuer group, so this is coded as nominal exit rather than substantive exit or a clear functional transfer.",functional_transfer,A functional-transfer reading would become stronger if later sources show that fiscal authorities or another platform absorbed project-financing risk outside the issuer group. The current prospectus instead emphasizes continuing issuer-side public development functions.,The legal opinion and several audit reports in this packet were not machine-readable in the current extraction pass; the label relies mainly on the prospectus and issuance-plan files.,3,New Hubei validated case from the June 30 Shanghai Clearing candidate harvest; useful as a central-prefecture nominal-exit case with explicit fiscal-dependence evidence.
expand_js_yancheng_chengnan,Jiangsu,Yancheng,盐城市城南新区开发建设投资有限公司,2015,Legal opinion states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; it also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_yancheng_chengnan_2026_mtn2_003,3098-3192;3988-4096;5260-5270,doc_js_yancheng_chengnan_2026_mtn2_005;doc_js_yancheng_chengnan_2026_mtn2_007,382-408;496-532;1530-1538,src_js_yancheng_chengnan_001,"The legal opinion provides strong compliance language and a negative list, but the source packet also shows continuing land development, infrastructure construction, government entrusted construction, fiscal project settlement, and infrastructure repayment cycles. Since these functions remain inside the issuer, the case is coded as nominal exit.",functional_transfer,A functional-transfer reading would become plausible if later evidence shows that legal compliance corresponded to a real relocation of project-financing risk outside the issuer. Current evidence instead shows formal normalization around continuing platform-like operations.,The formal event is supported by legal opinion and prospectus disclosures rather than an independently collected local-government exit-list document.,4,New Yancheng same-city expansion case; useful for comparing district-level development platforms with the existing Yancheng City Asset case.
expand_js_suzhou_xiangcheng,Jiangsu,Suzhou Xiangcheng,苏州市相城城市建设投资(集团)有限公司,2015,Prospectus states that the government financing function has been orderly stripped and that identified government debt will be replaced through local government bonds; legal opinion and prospectus also state that the issue will not increase government or hidden debt and will not be directly repaid by fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_suzhou_xiangcheng_2026_scp3_008,2973-2992;3008-3023;3437;3475-3476;3524-3525;4176-4185;4196-4199;4238,doc_js_suzhou_xiangcheng_2026_scp3_004,452-454;588-611;613-616;684,src_js_suzhou_xiangcheng_001,"Formal government-financing-function stripping and negative-list language coexist with continuing infrastructure construction, resettlement-housing entrusted construction, fiscal repayment, government-linked receivables, and the issuer's role as Xiangcheng District's major project investment and construction body. The same issuer continues core public-development functions, so the official exit is coded as nominal exit.",functional_transfer,"A functional-transfer or formal-fiscal-substitution reading is plausible because the documents describe commissioned construction as contractual and fiscally budgeted, and exclude PPP, BT, government purchase service, land reserve, and project repurchase. The final label remains nominal because project financing and repayment still run through the same issuer and its government-linked receivables.",The packet relies on issuer and legal-opinion disclosures from a 2026 issuance page rather than an independent platform-list exit document.,4,New Suzhou district validated case; useful high-capacity nominal-exit comparison to Suzhou city-level and Ningbo/Guangzhou cases.
expand_sd_linyi_chengtou,Shandong,Linyi,临沂城市建设投资集团有限公司,2015,Prospectus states that the government gradually stripped the issuer's government financing function and that debts requiring government responsibility were replaced or arranged; the issue also states that it will not increase government or hidden debt and will not be directly repaid by fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_sd_linyi_chengtou_2026_cp2_004,939-945;1058-1078;4631-4650;5335-5339;5440-5459,doc_sd_linyi_chengtou_2026_cp2_005;doc_sd_linyi_chengtou_2026_cp2_006,492-501;594-610;813-814;145-147;525-526;1317-1319;1347-1380,src_sd_linyi_chengtou_001,"Formal government-financing-function stripping and no-hidden-debt language coexist with continuing urban-rural development, infrastructure construction, affordable-housing or shantytown-related functions, government receivables, fiscal subsidy accounting, and public-resource state-asset operation. The same issuer remains central to the public-development system, so the exit is coded as nominal exit.",functional_transfer,A functional-transfer reading is plausible because several receivables are described as contractual and the issue itself is legally separated from government debt. The final label remains nominal because the same issuer continues core public-development functions and remains linked to government settlement and subsidy channels.,"Several audit documents in the packet were not machine-readable; the label relies on the prospectus, legal opinion, and the readable 2025 audit report.",4,New Shandong prefecture-level nominal-exit case; useful for expanding the inland/coastal comparison outside Jiangsu and Zhejiang.
expand_jx_jian_chengtou,Jiangxi,Ji'an,吉安市城市建设投资开发有限公司,2015,Legal opinion states that the Ji'an government has stripped the issuer's government financing functions and that the issuer does not borrow for local government or other entities; issue proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_jx_jian_chengtou_2026_cp1_002,500-530;653-683;692-699;720-728;1049;1077-1078,doc_jx_jian_chengtou_2026_cp1_005;doc_jx_jian_chengtou_2026_cp1_003,425-426;460-462;502-510;4318;4382-4401;6492-6494;6619-6627;7327-7332;55-56;112-117;232-236,src_jx_jian_chengtou_001,"The formal stripping of government financing functions coexists with land consolidation, infrastructure construction, affordable housing, entrusted construction, finance-bureau receivables, fiscal settlement, and government subsidies. These functions remain attached to the same issuer rather than disappearing institutionally, so the case is coded as nominal exit.",functional_transfer,"A functional-transfer reading would emphasize fiscal settlement and contractual entrusted construction. The final label remains nominal because land-consolidation and infrastructure functions, including financing costs and finance-bureau receivables, remain tied to the same issuer.","No independent platform-list exit document has been collected; formal status is supported by the legal opinion, prospectus, and rating disclosures.",4,New Jiangxi inland nominal-exit case; useful for low- and middle-capacity comparison with stronger coastal cases.
expand_hen_luoyang_chengxiang,Henan,Luoyang,洛阳城乡建设投资集团有限公司,2015,"Prospectus states that the issuer has stripped government financing functions, has transformed into a self-operating and self-risk-bearing marketized entity, and does not undertake government financing functions after January 1 2015; issue proceeds will not increase government or hidden debt.",nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_hen_luoyang_chengxiang_2026_cp2_010,35;765;1336;1384-1395;3212;3469;4663;5328-5329;5386;6000;6068;6207,doc_hen_luoyang_chengxiang_2026_cp2_007,709-716;767-768;1685-1688;1859-1869;1875-1884,src_hen_luoyang_chengxiang_001,"Formal marketization and government-financing-function stripping coexist with continuing municipal infrastructure, municipal public project, affordable-housing, land-consolidation, and government-related receivable evidence. The same issuer continues core public-development functions under compliant language, so the case is coded as nominal exit.",functional_transfer,"A functional-transfer reading is plausible because formal land reserve, direct fiscal repayment, and hidden-debt channels are denied. The final label remains nominal because land consolidation, public project construction, and municipal infrastructure functions remain inside the same issuer.",The strongest formal-exit language comes from prospectus and legal-opinion disclosures rather than a directly collected local government platform-list document.,4,New Henan nominal-exit case; useful for expanding the inland validated sample.
expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,张家港市城市投资发展集团有限公司,2018,Legal opinion states that the issuer and subsidiaries were not included in the 2018 CBIRC financing-platform list and that the current issue will not increase government or hidden debt or be directly repaid with fiscal funds.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_zhangjiagang_chengtou_2026_scp2_005,3831-3848;4085-4098;4119-4126;4641-4650;4691-4702;4734-4738;5238-5242;5292-5300;5389;5397;5638-5645,doc_js_zhangjiagang_chengtou_2026_scp2_004,315-318;503-509;598-609;1015-1028;1051-1089;1093-1097;1117;1186,src_js_zhangjiagang_chengtou_001,"Formal non-platform and no-hidden-debt language coexists with continuing land preparation, resettlement housing, infrastructure construction, land-reserve-center settlement, fiscal or government-linked receivables, and government support inside the same issuer. The institutional category changed more than the public-development function.",functional_transfer,"Some activities are framed as contractual project settlement rather than illegal platform borrowing, so a formal-fiscal-substitution reading is plausible. The final label remains nominal because the same issuer continues core platform-like development functions.",The packet relies on 2026 issuance and legal-opinion disclosures rather than a directly collected local government exit-list announcement. Two scanned documents were not machine-readable in this pass.,4,New Zhangjiagang validated case from the June 30 Shanghai Clearing expansion; useful as a high-capacity county-level nominal-exit case.
expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,天津津南城市建设投资有限公司,2015,"Legal opinion and prospectus disclosures state that the issuer operates on marketized principles, has no local-government repayment-responsibility debt, and that the current issue will not increase government or hidden debt or be directly repaid by fiscal funds.",nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_tj_jinnan_chengtou_2026_scp6_009,190-204;508-519;600-639;670-681;731-761;773-838;909-916;935-941;1025,doc_tj_jinnan_chengtou_2026_scp6_006,3895-3902;3960-3961;4133-4140;4146-4157;4166-4223;4233-4259;5050-5063;5322-5334;5502-5504;5817,src_tj_jinnan_chengtou_001,"Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",functional_transfer,"The documents present many payments as legal project compensation or fiscal settlement, so the case is near the boundary of functional transfer. It remains nominal because the issuer itself continues the infrastructure and resettlement financing role.","The legal opinion also notes that the issuer belonged to the national government-debt audit platform list and the original CBRC platform list, so this is not a clean independent exit-list case. Confidence should rise only after collecting a direct transfer-out or exit-list document.",4,New Tianjin district validated case; useful for showing persistent platform functions even under explicit marketized-operation language.
expand_ah_luan_chengtou,Anhui,Lu'an,六安城市建设投资有限公司,2015,Legal opinion states that after the post-2012 policy shift the issuer no longer participates in BT projects and does not undertake government financing functions; current issuance documents also state that the issue will not increase government or hidden debt.,nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_ah_luan_chengtou_2026_scp3_001,166;3276-3285;3292-3335;3357-3364;3879-3896;4355-4360;4378-4382;4457-4462;4887-4897;5067-5100;5670,doc_ah_luan_chengtou_2026_scp3_007,390-397;506-519;537-548;551-560;596;906-931;936-937;957-972,src_ah_luan_chengtou_001,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",functional_transfer,"Because the documents emphasize compliant delegated-construction and fiscal-settlement arrangements, the case can also be read as formal fiscal substitution. The final label remains nominal because project construction and repayment channels still center on the issuer.",The formal event is inferred from issuer/legal-opinion compliance language rather than a separately collected local platform-list exit document. Several financial-report files were scanned and not machine-readable.,4,New Anhui validated case; useful as an inland prefecture nominal-exit example with explicit delegated-construction evidence.
expand_js_taizhou_chengtou,Jiangsu,Taizhou,泰州市城市建设投资集团有限公司,2019,"Legal opinion describes the issuer as moving from a government financing platform toward a city-industry investment operator, while also stating that the issue will not increase government or hidden debt or be directly repaid by fiscal funds.",nominal_exit,medium,Shunyu Hao / Codex-assisted review,2026-06-30,doc_js_taizhou_chengtou_2026_scp5_007,5114-5115;5196-5204;5243;5254;5270;5697-5698;6957-6961;7007;7061;7171-7172;9739-9740;9756-9757;9767;10130;10184,doc_js_taizhou_chengtou_2026_scp5_001,613-626;640-648;651;1374-1391,src_js_taizhou_chengtou_001,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",functional_transfer,"A functional-transfer reading is plausible because the documents deny PPP, BT, project repurchase, government purchase service, land reserve, and direct fiscal repayment. The final label remains nominal because the same issuer still carries major public-development and fiscal-settlement functions.",The formal transformation language comes from 2026 legal-opinion and prospectus disclosures rather than a directly collected local reorganization notice. One financial statement was not machine-readable.,4,New Jiangsu validated case; useful for distinguishing rhetorical marketization from substantive exit in an upper-tier city platform.
