pool_id,source_row_id,province,city,issuer_name,validation_status,label_source,surrogate_status,formal_event_found,formal_event_summary,continued_function_found,continued_function_summary,exit_type,confidence,source_coverage_score,continued_function_evidence_score,alternative_label,missing_information,classification_rationale,evidence_basis,needs_human_review,labeler
master_0053,expand_ah_suzhou_chengtou,Anhui,Suzhou,宿州市城市建设投资集团(控股)有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; a separate compliance section says the issuer rectified and standardized the stripping of government financing functions and does not undertake land-reserve functions.,true,"Formal debt-compliance language coexists with continuing infrastructure construction, land-leveling, affordable-housing, entrusted-construction, fiscal-settlement, government-subsidy, and future public-development functions inside the same issuer. The documents do not show a clean relocation of these functions, so the institutional change is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The current packet relies on issuer disclosures and audit reports from the 2026 issuance page rather than an independently collected local-government exit-list document.,"Formal debt-compliance language coexists with continuing infrastructure construction, land-leveling, affordable-housing, entrusted-construction, fiscal-settlement, government-subsidy, and future public-development functions inside the same issuer. The documents do not show a clean relocation of these functions, so the institutional change is coded as nominal exit.",doc_ah_suzhou_chengtou_2026_mtn3_005; doc_ah_suzhou_chengtou_2026_mtn3_002;doc_ah_suzhou_chengtou_2026_mtn3_007,false,human
master_0054,expand_hb_huangshi_chengfa,Hubei,Huangshi,黄石市城市发展投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; the same issue also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"Formal debt-compliance language coexists with continuing infrastructure investment, land development and整理, entrusted construction, public-housing and PPP/BOT activity, large government fiscal inflows, and payables to finance bureaus. The disclosed functions remain inside the issuer group, so this is coded as nominal exit rather than substantive exit or a clear functional transfer.",nominal_exit,medium,3,,functional_transfer,The legal opinion and several audit reports in this packet were not machine-readable in the current extraction pass; the label relies mainly on the prospectus and issuance-plan files.,"Formal debt-compliance language coexists with continuing infrastructure investment, land development and整理, entrusted construction, public-housing and PPP/BOT activity, large government fiscal inflows, and payables to finance bureaus. The disclosed functions remain inside the issuer group, so this is coded as nominal exit rather than substantive exit or a clear functional transfer.",doc_hb_huangshi_chengfa_2026_cp8_001; doc_hb_huangshi_chengfa_2026_cp8_003;doc_hb_huangshi_chengfa_2026_cp8_005;doc_hb_huangshi_chengfa_2026_cp8_008,false,human
master_0055,expand_js_yancheng_chengnan,Jiangsu,Yancheng,盐城市城南新区开发建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that the company does not undertake government financing functions and that new debt after January 1 2015 is not local-government debt; it also states that proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"The legal opinion provides strong compliance language and a negative list, but the source packet also shows continuing land development, infrastructure construction, government entrusted construction, fiscal project settlement, and infrastructure repayment cycles. Since these functions remain inside the issuer, the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The formal event is supported by legal opinion and prospectus disclosures rather than an independently collected local-government exit-list document.,"The legal opinion provides strong compliance language and a negative list, but the source packet also shows continuing land development, infrastructure construction, government entrusted construction, fiscal project settlement, and infrastructure repayment cycles. Since these functions remain inside the issuer, the case is coded as nominal exit.",doc_js_yancheng_chengnan_2026_mtn2_003; doc_js_yancheng_chengnan_2026_mtn2_005;doc_js_yancheng_chengnan_2026_mtn2_007,false,human
master_0056,expand_js_suzhou_xiangcheng,Jiangsu,Suzhou Xiangcheng,苏州市相城城市建设投资(集团)有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the government financing function has been orderly stripped and that identified government debt will be replaced through local government bonds; legal opinion and prospectus also state that the issue will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"Formal government-financing-function stripping and negative-list language coexist with continuing infrastructure construction, resettlement-housing entrusted construction, fiscal repayment, government-linked receivables, and the issuer's role as Xiangcheng District's major project investment and construction body. The same issuer continues core public-development functions, so the official exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The packet relies on issuer and legal-opinion disclosures from a 2026 issuance page rather than an independent platform-list exit document.,"Formal government-financing-function stripping and negative-list language coexist with continuing infrastructure construction, resettlement-housing entrusted construction, fiscal repayment, government-linked receivables, and the issuer's role as Xiangcheng District's major project investment and construction body. The same issuer continues core public-development functions, so the official exit is coded as nominal exit.",doc_js_suzhou_xiangcheng_2026_scp3_008; doc_js_suzhou_xiangcheng_2026_scp3_004,false,human
master_0057,expand_sd_linyi_chengtou,Shandong,Linyi,临沂城市建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus states that the government gradually stripped the issuer's government financing function and that debts requiring government responsibility were replaced or arranged; the issue also states that it will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"Formal government-financing-function stripping and no-hidden-debt language coexist with continuing urban-rural development, infrastructure construction, affordable-housing or shantytown-related functions, government receivables, fiscal subsidy accounting, and public-resource state-asset operation. The same issuer remains central to the public-development system, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"Several audit documents in the packet were not machine-readable; the label relies on the prospectus, legal opinion, and the readable 2025 audit report.","Formal government-financing-function stripping and no-hidden-debt language coexist with continuing urban-rural development, infrastructure construction, affordable-housing or shantytown-related functions, government receivables, fiscal subsidy accounting, and public-resource state-asset operation. The same issuer remains central to the public-development system, so the exit is coded as nominal exit.",doc_sd_linyi_chengtou_2026_cp2_004; doc_sd_linyi_chengtou_2026_cp2_005;doc_sd_linyi_chengtou_2026_cp2_006,false,human
master_0058,expand_jx_jian_chengtou,Jiangxi,Ji'an,吉安市城市建设投资开发有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that the Ji'an government has stripped the issuer's government financing functions and that the issuer does not borrow for local government or other entities; issue proceeds will not increase government or hidden debt and will not be directly repaid by fiscal funds.,true,"The formal stripping of government financing functions coexists with land consolidation, infrastructure construction, affordable housing, entrusted construction, finance-bureau receivables, fiscal settlement, and government subsidies. These functions remain attached to the same issuer rather than disappearing institutionally, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"No independent platform-list exit document has been collected; formal status is supported by the legal opinion, prospectus, and rating disclosures.","The formal stripping of government financing functions coexists with land consolidation, infrastructure construction, affordable housing, entrusted construction, finance-bureau receivables, fiscal settlement, and government subsidies. These functions remain attached to the same issuer rather than disappearing institutionally, so the case is coded as nominal exit.",doc_jx_jian_chengtou_2026_cp1_002; doc_jx_jian_chengtou_2026_cp1_005;doc_jx_jian_chengtou_2026_cp1_003,false,human
master_0059,expand_hen_luoyang_chengxiang,Henan,Luoyang,洛阳城乡建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus states that the issuer has stripped government financing functions, has transformed into a self-operating and self-risk-bearing marketized entity, and does not undertake government financing functions after January 1 2015; issue proceeds will not increase government or hidden debt.",true,"Formal marketization and government-financing-function stripping coexist with continuing municipal infrastructure, municipal public project, affordable-housing, land-consolidation, and government-related receivable evidence. The same issuer continues core public-development functions under compliant language, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The strongest formal-exit language comes from prospectus and legal-opinion disclosures rather than a directly collected local government platform-list document.,"Formal marketization and government-financing-function stripping coexist with continuing municipal infrastructure, municipal public project, affordable-housing, land-consolidation, and government-related receivable evidence. The same issuer continues core public-development functions under compliant language, so the case is coded as nominal exit.",doc_hen_luoyang_chengxiang_2026_cp2_010; doc_hen_luoyang_chengxiang_2026_cp2_007,false,human
master_0060,expand_js_zhangjiagang_chengtou,Jiangsu,Zhangjiagang,张家港市城市投资发展集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that the issuer and subsidiaries were not included in the 2018 CBIRC financing-platform list and that the current issue will not increase government or hidden debt or be directly repaid with fiscal funds.,true,"Formal non-platform and no-hidden-debt language coexists with continuing land preparation, resettlement housing, infrastructure construction, land-reserve-center settlement, fiscal or government-linked receivables, and government support inside the same issuer. The institutional category changed more than the public-development function.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuance and legal-opinion disclosures rather than a directly collected local government exit-list announcement. Two scanned documents were not machine-readable in this pass.,"Formal non-platform and no-hidden-debt language coexists with continuing land preparation, resettlement housing, infrastructure construction, land-reserve-center settlement, fiscal or government-linked receivables, and government support inside the same issuer. The institutional category changed more than the public-development function.",doc_js_zhangjiagang_chengtou_2026_scp2_005; doc_js_zhangjiagang_chengtou_2026_scp2_004,false,human
master_0061,expand_tj_jinnan_chengtou,Tianjin,Tianjin Jinnan,天津津南城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,"Legal opinion and prospectus disclosures state that the issuer operates on marketized principles, has no local-government repayment-responsibility debt, and that the current issue will not increase government or hidden debt or be directly repaid by fiscal funds.",true,"Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",nominal_exit,medium,4,,functional_transfer,"The legal opinion also notes that the issuer belonged to the national government-debt audit platform list and the original CBRC platform list, so this is not a clean independent exit-list case. Confidence should rise only after collecting a direct transfer-out or exit-list document.","Marketization and no-hidden-debt language coexists with continuing demonstration-town infrastructure, entrusted construction, resettlement-housing business, fiscal repayment, finance-bureau receivables, and debt-resolution funds. The same issuer remains central to Jinnan public-development finance.",doc_tj_jinnan_chengtou_2026_scp6_009; doc_tj_jinnan_chengtou_2026_scp6_006,false,human
master_0062,expand_ah_luan_chengtou,Anhui,Lu'an,六安城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that after the post-2012 policy shift the issuer no longer participates in BT projects and does not undertake government financing functions; current issuance documents also state that the issue will not increase government or hidden debt.,true,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",nominal_exit,medium,4,,functional_transfer,The formal event is inferred from issuer/legal-opinion compliance language rather than a separately collected local platform-list exit document. Several financial-report files were scanned and not machine-readable.,"Formal no-BT and no-government-financing language coexists with continuing entrusted construction, infrastructure, affordable housing, PPP, fiscal payment, government receivables, special payables for construction funds, and fiscal subsidies. The public-development function remains inside the same issuer.",doc_ah_luan_chengtou_2026_scp3_001; doc_ah_luan_chengtou_2026_scp3_007,false,human
master_0063,expand_js_taizhou_chengtou,Jiangsu,Taizhou,泰州市城市建设投资集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Legal opinion describes the issuer as moving from a government financing platform toward a city-industry investment operator, while also stating that the issue will not increase government or hidden debt or be directly repaid by fiscal funds.",true,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",nominal_exit,medium,4,,functional_transfer,The formal transformation language comes from 2026 legal-opinion and prospectus disclosures rather than a directly collected local reorganization notice. One financial statement was not machine-readable.,"Formal transformation from government financing platform to city-industry investment operator coexists with continuing municipal infrastructure, shantytown and resettlement construction, finance-bureau receivables, infrastructure project inventory, government subsidies, and delegated public-project functions.",doc_js_taizhou_chengtou_2026_scp5_007; doc_js_taizhou_chengtou_2026_scp5_001,false,human
master_0064,expand_jx_jingdezhen_chengtou,Jiangxi,Jingdezhen,景德镇市城市建设投资集团有限责任公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the company does not undertake government financing functions after January 1 2015 and that government financing and land-reserve functions have been stripped.,true,"Formal stripping of government financing and land-reserve functions coexists with continuing infrastructure construction, shantytown renovation, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal settlement, government receivables, and subsidy evidence. The same issuer continues core public-development functions, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Several downloaded files were not machine-readable in this pass.,"Formal stripping of government financing and land-reserve functions coexists with continuing infrastructure construction, shantytown renovation, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal settlement, government receivables, and subsidy evidence. The same issuer continues core public-development functions, so the exit is coded as nominal exit.",doc_jx_jingdezhen_chengtou_2026_cp1_006; doc_jx_jingdezhen_chengtou_2026_cp1_005,false,human
master_0065,expand_hb_jingmen_chengtou,Hubei,Jingmen,荆门市城市建设投资有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that new debt does not constitute local-government debt or hidden debt.,true,"No-government-financing and no-hidden-debt language coexists with continuing infrastructure construction, affordable housing, government purchase service, PPP-related investment, entrusted construction, fiscal-budget repayment, finance-bureau project receivables, and subsidies. The same issuer remains the public-project vehicle, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The current evidence comes from issuer and legal-opinion disclosures rather than an original exit-list document. Some audit files were scanned and not machine-readable.,"No-government-financing and no-hidden-debt language coexists with continuing infrastructure construction, affordable housing, government purchase service, PPP-related investment, entrusted construction, fiscal-budget repayment, finance-bureau project receivables, and subsidies. The same issuer remains the public-project vehicle, so the case is coded as nominal exit.",doc_hb_jingmen_chengtou_2026_cp1_002; doc_hb_jingmen_chengtou_2026_cp1_008,false,human
master_0066,expand_jx_shangrao_chengtou,Jiangxi,Shangrao,上饶市城市建设投资开发集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus and legal-opinion disclosures state that the issuer does not undertake government financing functions after January 1 2015 and that the issue will not increase government or hidden debt.,true,"Formal no-government-financing language coexists with continuing infrastructure construction, shantytown redevelopment, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal-budget repayment, and finance-bureau receivables. The issuer remains the largest local infrastructure and land-preparation unit, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The packet relies on 2026 issuer and legal-opinion disclosures rather than a separately collected local platform-list exit notice.,"Formal no-government-financing language coexists with continuing infrastructure construction, shantytown redevelopment, resettlement housing, land preparation, entrusted construction, government purchase service, fiscal-budget repayment, and finance-bureau receivables. The issuer remains the largest local infrastructure and land-preparation unit, so the case is coded as nominal exit.",doc_jx_shangrao_chengtou_2026_cp1_007; doc_jx_shangrao_chengtou_2026_cp1_004,false,human
master_0067,expand_js_huaian_touzi,Jiangsu,Huai'an,淮安市投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer entered the CBRC financing-platform list in 2010 and was transferred out of that list on June 13 2011; later disclosures also state that the issuer does not undertake government financing functions after January 1 2015.,true,"This is a direct formal exit-list case, but the same issuer continues water infrastructure, municipal infrastructure, land development, affordable housing, delegated construction, fiscal settlement, finance-bureau repayment, government buyback, and public-project functions. The formal list exit therefore did not remove the issuer from local public-development finance.",nominal_exit,high,4,,functional_transfer,The direct exit evidence is a later prospectus disclosure rather than the original 2011 regulator document. Confidence is high for the label because both formal exit and continued-function evidence are unusually explicit.,"This is a direct formal exit-list case, but the same issuer continues water infrastructure, municipal infrastructure, land development, affordable housing, delegated construction, fiscal settlement, finance-bureau repayment, government buyback, and public-project functions. The formal list exit therefore did not remove the issuer from local public-development finance.",doc_js_huaian_touzi_2026_scp3_007; doc_js_huaian_touzi_2026_scp3_007,false,human
master_0068,expand_hn_yiyang_jiaotou,Hunan,Yiyang,益阳市交通投资运营集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer stripped government financing functions and transformed into a marketized self-operating entity; a 2019 city-level platform transformation plan transferred the shareholder from the Finance Bureau to SASAC.,true,"Marketization and government-financing-function stripping coexist with continuing transport infrastructure, road and bridge buyback receivables, delegated construction, finance-bureau repayment, fiscal-funded BT legacy projects, government receivables, fiscal subsidies, and city-level infrastructure operation. The same issuer remains central to public project construction, so the exit is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"The issuer is reported as outside national and CBIRC platform lists, but the formal event is inferred from 2019 transformation disclosures rather than a directly collected transfer-out notice.","Marketization and government-financing-function stripping coexist with continuing transport infrastructure, road and bridge buyback receivables, delegated construction, finance-bureau repayment, fiscal-funded BT legacy projects, government receivables, fiscal subsidies, and city-level infrastructure operation. The same issuer remains central to public project construction, so the exit is coded as nominal exit.",doc_hn_yiyang_jiaotou_2026_mtn1_004; doc_hn_yiyang_jiaotou_2026_mtn1_006,false,human
master_0069,expand_js_xinghua_guotou,Jiangsu,Xinghua,泰州市兴化国有资产投资控股有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus and legal-opinion disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",true,"Formal marketization and no-government-financing language coexists with continuing government receivables, finance-bureau receivables, delegated construction revenue, land rectification revenue, public utility operation, resettlement and infrastructure-related entities, and very large operating subsidies. The same issuer remains central to local public-development finance, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,The formal event is supported by issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Two documents in the packet were not machine-readable.,"Formal marketization and no-government-financing language coexists with continuing government receivables, finance-bureau receivables, delegated construction revenue, land rectification revenue, public utility operation, resettlement and infrastructure-related entities, and very large operating subsidies. The same issuer remains central to local public-development finance, so the case is coded as nominal exit.",doc_js_xinghua_guotou_2026_mtn2_004; doc_js_xinghua_guotou_2026_mtn2_008,false,human
master_0070,expand_sc_leshan_guozi,Sichuan,Leshan,乐山国有资产投资运营(集团)有限公司,human_validated,human_gold_standard,not_surrogate,true,Prospectus disclosures state that the issuer was transferred out of the local government financing platform customer list by a 2011 Sichuan CBRC notice and was managed as a rectified general-company loan customer; later disclosures state that it does not undertake government financing functions after January 1 2015.,true,"This is a direct formal transfer-out case, but the same issuer remains Leshan's most important infrastructure and state-asset management body and continues municipal infrastructure, affordable housing, transport infrastructure, land development, entrusted construction, government purchase service, PPP projects, government receivables, and subsidy-dependent operations. The formal exit therefore did not remove the issuer from public-development finance.",nominal_exit,high,4,,functional_transfer,Direct transfer-out evidence comes from a later prospectus disclosure rather than the original 2011 Sichuan CBRC notice. Confidence is high because formal exit and continued-function evidence are both explicit.,"This is a direct formal transfer-out case, but the same issuer remains Leshan's most important infrastructure and state-asset management body and continues municipal infrastructure, affordable housing, transport infrastructure, land development, entrusted construction, government purchase service, PPP projects, government receivables, and subsidy-dependent operations. The formal exit therefore did not remove the issuer from public-development finance.",doc_sc_leshan_guozi_2026_scp2_004; doc_sc_leshan_guozi_2026_scp2_004,false,human
master_0071,expand_sd_dezhou_deda,Shandong,Dezhou,德州德达投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,Legal opinion states that Dezhou CBRC approved the company's platform loans for rectification into general-company loans in December 2016 and that a Dezhou government announcement said the company no longer undertook local-government debt-financing functions.,true,"Direct formal-exit and no-government-financing evidence coexists with continuing city-development, land-development, infrastructure construction, delegated construction, PPP-linked receivables, government debt replacement, and fiscal-settlement mechanisms. The same issuer remains tied to public project construction and government repayment channels, so the exit is coded as nominal exit.",nominal_exit,high,4,,functional_transfer,The direct formal event is supported by 2026 legal opinion and prospectus disclosures rather than the original 2016 notice or government announcement. Confidence is high because the disclosure quotes the formal event and continued-function evidence is detailed.,"Direct formal-exit and no-government-financing evidence coexists with continuing city-development, land-development, infrastructure construction, delegated construction, PPP-linked receivables, government debt replacement, and fiscal-settlement mechanisms. The same issuer remains tied to public project construction and government repayment channels, so the exit is coded as nominal exit.",doc_sd_dezhou_deda_2026_cp1_001; doc_sd_dezhou_deda_2026_cp1_002,false,human
master_0072,expand_jx_fuzhou_guozi,Jiangxi,Fuzhou,抚州市市属国有资产投资控股集团有限公司,human_validated,human_gold_standard,not_surrogate,true,"Prospectus disclosures state that the enterprise has stripped government financing functions, transformed into a marketized self-operating entity, and does not undertake government financing functions after January 1 2015.",true,"Formal stripping and marketized-transformation language coexists with continuing infrastructure construction, affordable-housing and shantytown projects, government purchase service, PPP projects, government buyback, fiscal payment, finance-bureau receivables, land-related legacy activity, and infrastructure subsidies. The issuer remains the city's core public-development vehicle, so the case is coded as nominal exit.",nominal_exit,medium,4,,functional_transfer,"The formal event is supported by issuer disclosures rather than an independently collected exit-list document. Some attachments were scanned and not machine-readable, but the prospectus and audit reports provide extensive evidence.","Formal stripping and marketized-transformation language coexists with continuing infrastructure construction, affordable-housing and shantytown projects, government purchase service, PPP projects, government buyback, fiscal payment, finance-bureau receivables, land-related legacy activity, and infrastructure subsidies. The issuer remains the city's core public-development vehicle, so the case is coded as nominal exit.",doc_jx_fuzhou_guozi_2026_cp1_006; doc_jx_fuzhou_guozi_2026_cp1_006,false,human
harvest_0001,sch_20260630_0001,,,四川省乡村发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260630_1817276.html,true,Codex GPT-5; conservative source-packet screening
harvest_0002,sch_20260630_0002,,,泰州市兴化国有资产投资控股有限公司,not_validated,codex_surrogate,labeled,true,关法律 法规和配套规范性文件的规定，内容合法合规。 六、发行人涉及地方政府性债务项目的核查情况 （一）政府融资职能剥离情况 根据《募集说明书》披露，发行人不承担政府融资职能，自2015年1 月1日起其新增债务依法不属于地方政府债务。 --- page 23 --- 法 律 意 见 书---泰 州 市 兴 化 国 有 资 产,true,资等情况。 发行人不存在 “名股实债” 、 股东借款、 借贷资金等债务性资金进行 注资的情形；发行人不从事土地储备工作；发行人存在土地转让（土地指 标销售）、基础设施代建、保障房等业务，上述业务的开展符合国家相关 政策的规定；发行人目前不存在参与政府投资基金、回购其他主体项目的 业务，PPP项目不存在替政府项目垫资的情形，,nominal_exit,medium,3,3,substantive_exit,Requires human validation against original PDF line references before entering the gold-standard label file.,Codex applied the frozen codebook to collected source text and notes. Formal event found=True; continued function found=True; transfer signal=False; liquidation signal=False.,doc_sch_20260630_0002_001; doc_sch_20260630_0002_002; doc_sch_20260630_0002_003; doc_sch_20260630_0002_004; doc_sch_20260630_0002_007; doc_sch_20260630_0002_008; doc_sch_20260630_0002_009,true,Codex GPT-5; conservative source-packet screening
harvest_0003,sch_20260630_0003,,,珠海港控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260630_1817249.html,true,Codex GPT-5; conservative source-packet screening
harvest_0004,sch_20260630_0004,,,厦门金圆投资集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260630_1817130.html,true,Codex GPT-5; conservative source-packet screening
harvest_0005,sch_20260630_0005,,,河北顺德投资集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260629_1816393.html,true,Codex GPT-5; conservative source-packet screening
harvest_0006,sch_20260630_0006,,,济南高新控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260629_1816208.html,true,Codex GPT-5; conservative source-packet screening
harvest_0007,sch_20260630_0007,,,苏州吴中国太发展有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260629_1816424.html,true,Codex GPT-5; conservative source-packet screening
harvest_0008,sch_20260630_0008,,,湖州莫干山国有资本控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260626_1815151.html,true,Codex GPT-5; conservative source-packet screening
harvest_0009,sch_20260630_0009,,,武汉光谷金融控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260626_1815115.html,true,Codex GPT-5; conservative source-packet screening
harvest_0010,sch_20260630_0010,,,淮安市国有联合投资发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260626_1815013.html,true,Codex GPT-5; conservative source-packet screening
harvest_0011,sch_20260630_0011,,,吉安市井冈山开发区金庐陵经济发展有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814315.html,true,Codex GPT-5; conservative source-packet screening
harvest_0012,sch_20260630_0012,,,山东金曰交通发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814165.html,true,Codex GPT-5; conservative source-packet screening
harvest_0013,sch_20260630_0013,,,嘉兴科技城投资发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814128.html,true,Codex GPT-5; conservative source-packet screening
harvest_0014,sch_20260630_0014,,,河南航空港投资集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814122.html,true,Codex GPT-5; conservative source-packet screening
harvest_0015,sch_20260630_0015,,,徐州经济技术开发区国有资产经营有限责任公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814104.html,true,Codex GPT-5; conservative source-packet screening
harvest_0016,sch_20260630_0016,,,北京控股集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814144.html,true,Codex GPT-5; conservative source-packet screening
harvest_0017,sch_20260630_0017,,,浙江安吉国控建设发展集团有限公司,not_validated,codex_surrogate,unresolved,false,,,,unclear,low,0,0,,No usable source text or source notes have been collected for this candidate.,The available screening record is insufficient for an exit-type label under the frozen codebook.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814107.html,true,Codex GPT-5; conservative source-packet screening
