pool_id,source_row_id,province,city,issuer_name,label_source,surrogate_status,screening_status,screening_label,exit_type,confidence,source_coverage_score,continued_function_evidence_score,usable_for_llm_screening,usable_for_exit_type_analysis,usable_for_validation_adjustment,formal_event_found,continued_function_found,missing_information,evidence_basis,needs_human_review
master_0071,expand_hb_jingmen_chengtou,Hubei,Jingmen,荆门市城市建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The current evidence comes from issuer and legal-opinion disclosures rather than an original exit-list document. Some audit files were scanned and not machine-readable.,doc_hb_jingmen_chengtou_2026_cp1_002; doc_hb_jingmen_chengtou_2026_cp1_008,false
master_0072,expand_jx_shangrao_chengtou,Jiangxi,Shangrao,上饶市城市建设投资开发集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The packet relies on 2026 issuer and legal-opinion disclosures rather than a separately collected local platform-list exit notice.,doc_jx_shangrao_chengtou_2026_cp1_007; doc_jx_shangrao_chengtou_2026_cp1_004,false
master_0073,expand_js_huaian_touzi,Jiangsu,Huai'an,淮安市投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,The direct exit evidence is a later prospectus disclosure rather than the original 2011 regulator document. Confidence is high for the label because both formal exit and continued-function evidence are unusually explicit.,doc_js_huaian_touzi_2026_scp3_007; doc_js_huaian_touzi_2026_scp3_007,false
master_0074,expand_hn_yiyang_jiaotou,Hunan,Yiyang,益阳市交通投资运营集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"The issuer is reported as outside national and CBIRC platform lists, but the formal event is inferred from 2019 transformation disclosures rather than a directly collected transfer-out notice.",doc_hn_yiyang_jiaotou_2026_mtn1_004; doc_hn_yiyang_jiaotou_2026_mtn1_006,false
master_0075,expand_js_xinghua_guotou,Jiangsu,Xinghua,泰州市兴化国有资产投资控股有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is supported by issuer and legal-opinion disclosures rather than an independently collected local platform-list exit document. Two documents in the packet were not machine-readable.,doc_js_xinghua_guotou_2026_mtn2_004; doc_js_xinghua_guotou_2026_mtn2_008,false
master_0076,expand_sc_leshan_guozi,Sichuan,Leshan,乐山国有资产投资运营(集团)有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,Direct transfer-out evidence comes from a later prospectus disclosure rather than the original 2011 Sichuan CBRC notice. Confidence is high because formal exit and continued-function evidence are both explicit.,doc_sc_leshan_guozi_2026_scp2_004; doc_sc_leshan_guozi_2026_scp2_004,false
master_0077,expand_sd_dezhou_deda,Shandong,Dezhou,德州德达投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,The direct formal event is supported by 2026 legal opinion and prospectus disclosures rather than the original 2016 notice or government announcement. Confidence is high because the disclosure quotes the formal event and continued-function evidence is detailed.,doc_sd_dezhou_deda_2026_cp1_001; doc_sd_dezhou_deda_2026_cp1_002,false
master_0078,expand_jx_fuzhou_guozi,Jiangxi,Fuzhou,抚州市市属国有资产投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"The formal event is supported by issuer disclosures rather than an independently collected exit-list document. Some attachments were scanned and not machine-readable, but the prospectus and audit reports provide extensive evidence.",doc_jx_fuzhou_guozi_2026_cp1_006; doc_jx_fuzhou_guozi_2026_cp1_006,false
master_0079,sch_20260630_0155,Yunnan,Kunming,昆明市交通投资集团有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a specialized municipal transportation SOE rather than a generic urban construction platform. It is included because the source packet shows a platform-like local financing and public-development role. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice.,doc_sch_20260630_0155_003; doc_sch_20260630_0155_005,false
master_0080,sch_20260630_0117,Xinjiang,Yili,伊犁州国有资产投资经营有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,high,4,,true,true,true,true,true,"The direct transfer-out evidence is a later prospectus disclosure rather than the original banking-regulator notice. The exact transfer-out date has not been independently collected, but formal exit and continued-function evidence are explicit and repeated across the source packet.",doc_sch_20260630_0117_005; doc_sch_20260630_0169_002,false
master_0081,sch_20260630_0027,Anhui,Bozhou,建安投资控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is supported by prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice. Confidence is medium because continued-function evidence is strong but the formal event is not a separate government exit document.,doc_sch_20260630_0027_003; doc_sch_20260630_0027_005;doc_sch_20260630_0027_001,false
master_0082,sch_20260630_0055,Jiangxi,Shangrao,上饶创新发展产业投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a development-zone platform rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently retrieved platform-list transfer-out notice.,doc_sch_20260630_0055_001; doc_sch_20260630_0055_006;doc_sch_20260630_0055_007,false
master_0083,sch_20260630_0035,Zhejiang,Jiashan,嘉善县高新科技园区建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a county development-zone platform under Jiaxing rather than a generic prefecture-level urban construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list exit notice.,doc_sch_20260630_0035_005; doc_sch_20260630_0035_002,false
master_0084,sch_20260630_0015,Jiangsu,Xuzhou,徐州经济技术开发区国有资产经营有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a development-zone platform rather than a generic prefecture-level city-construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list transfer-out notice.,doc_sch_20260630_0015_007; doc_sch_20260630_0015_008,false
master_0085,sch_20260630_0029,Jiangsu,Jiangyin,江阴高新区投资开发有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a county-level high-tech-zone platform under Wuxi/Jiangyin. The formal event is based on issuer disclosure and legal-opinion compliance language rather than an independent regulator list notice.,doc_sch_20260630_0029_002; doc_sch_20260630_0029_004,false
master_0086,sch_20260630_0047,Jiangsu,Liyang,溧阳市城市建设发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a county-level city-construction platform under Changzhou. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list exit notice.,doc_sch_20260630_0047_006; doc_sch_20260630_0047_003,false
master_0087,sch_20260630_0051,Beijing,Beijing,北京未来科学城发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a Beijing district/new-town development platform rather than a generic municipal city-construction company. The formal event is based on prospectus and legal-opinion compliance language rather than an independently collected platform-list exit notice.,doc_sch_20260630_0051_003; doc_sch_20260630_0051_005;doc_sch_20260630_0051_001,false
master_0088,sch_20260630_0056,Xinjiang,Urumqi,新疆城建(集团)股份有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a listed or corporatized construction group with platform-like municipal infrastructure functions rather than a pure local investment holding company. The case is retained because the source packet directly connects the issuer to Urumqi city construction and local public-project functions.,doc_sch_20260630_0056_005; doc_sch_20260630_0056_003,false
master_0089,sch_20260630_0005,Hebei,Xingtai,河北顺德投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The formal event is based on prospectus compliance language rather than an independently collected platform-list exit notice.,doc_sch_20260630_0005_005; doc_sch_20260630_0005_005,false
master_0090,sch_20260630_0048,Jiangsu,Changzhou,常州市交通产业集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,"Because the platform is a traffic-sector group, later analysis can test robustness to excluding specialized transport issuers.",doc_sch_20260630_0048_003;doc_sch_20260630_0048_007; doc_sch_20260630_0048_007,false
master_0091,sch_20260630_0046,Jiangsu,Xuzhou,徐州市交通控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Later robustness checks should separate specialized transport platforms from general city-construction platforms.,doc_sch_20260630_0046_003;doc_sch_20260630_0046_004; doc_sch_20260630_0046_003;doc_sch_20260630_0046_004,false
master_0092,sch_20260630_0014,Henan,Zhengzhou,河南航空港投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Later robustness checks should test whether provincial/new-area platforms change the empirical pattern.,doc_sch_20260630_0014_009;doc_sch_20260630_0014_001; doc_sch_20260630_0014_009,false
master_0093,sch_20260630_0021,Jiangsu,Taixing,泰兴市中兴国有资产经营投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This case should be flagged in robustness checks because the continued-function evidence is partly legacy and subsidiary-based rather than new issuer-level project finance.,doc_sch_20260630_0021_009;doc_sch_20260630_0021_006; doc_sch_20260630_0021_009;doc_sch_20260630_0021_006,false
master_0094,sch_20260630_0044,Jiangsu,Danyang,丹阳投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The exit event is inferred from standardized bond-disclosure language rather than a standalone government exit-list notice.,doc_sch_20260630_0044_004; doc_sch_20260630_0044_003,false
master_0095,sch_20260630_0006,Shandong,Jinan,济南高新控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The label rests on bond and rating disclosures from the same issuance environment; a separate local-government reform notice would strengthen confidence.,doc_sch_20260630_0006_007; doc_sch_20260630_0006_002,false
master_0096,sch_20260630_0007,Jiangsu,Suzhou,苏州吴中国太发展有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Confidence is medium because the case depends on issuer disclosures rather than an independent administrative exit record.,doc_sch_20260630_0007_008; doc_sch_20260630_0007_005,false
master_0097,sch_20260630_0032,Anhui,Bozhou,亳州城建发展控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The case would benefit from an additional post-exit local fiscal document that identifies the municipal replacement instrument for these functions.,doc_sch_20260630_0032_008; doc_sch_20260630_0032_008,false
master_0098,sch_20260630_0057,Jiangsu,Changzhou,常州天宁建设发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The case is medium confidence because the source packet provides strong functional continuity evidence but limited independent administrative reform evidence.,doc_sch_20260630_0057_004; doc_sch_20260630_0057_004,false
master_0099,sch_20260630_0033,Zhejiang,Shaoxing,绍兴滨海新区控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,A separate city-level reorganization document would be needed to rule out partial functional transfer within Shaoxing state-capital groups.,doc_sch_20260630_0033_004; doc_sch_20260630_0033_004,false
master_0100,sch_20260630_0054,Hubei,Huangshi,黄石市东楚投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Confidence is medium pending collection of a local SASAC or finance-bureau record on whether these functions were reassigned after the disclosed exit.,doc_sch_20260630_0054_005; doc_sch_20260630_0054_008,false
master_0101,sch_20260630_0028,Shandong,Shouguang,寿光市金旭产业发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Confidence is medium because the source packet is mostly issuer and legal disclosure rather than an independent local-government exit notice.,doc_sch_20260630_0028_004; doc_sch_20260630_0028_004,false
master_0102,sch_20260630_0017,Zhejiang,Anji,浙江安吉国控建设发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a medium-confidence nominal-exit case and should be revisited if later documents show that all public functions are fee-based or fully budget absorbed.,doc_sch_20260630_0017_002; doc_sch_20260630_0017_005,false
master_0103,sch_20260630_0013,Zhejiang,Jiaxing,嘉兴科技城投资发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The label would be strengthened by a municipal reform document that identifies whether any functions were transferred after the official compliance event.,doc_sch_20260630_0013_009; doc_sch_20260630_0013_009,false
master_0104,sch_20260630_0025,Guangdong,Guangzhou,知识城(广州)投资集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This high-capacity development-zone case is analytically useful but should be separated from ordinary municipal chengtou cases in robustness checks.,doc_sch_20260630_0025_004; doc_sch_20260630_0025_005,false
master_0105,sch_20260630_0008,Zhejiang,Huzhou,湖州莫干山国有资本控股集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,3,,true,true,true,true,true,Originally low-confidence as a surrogate because only one strong text packet was usable; human review finds enough source evidence for medium confidence but the case should remain flagged for scope robustness.,doc_sch_20260630_0008_011; doc_sch_20260630_0008_011,false
master_0106,sch_20260630_0137,Jiangsu,Nantong,海安开发区建设投资有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The case should be revisited if a local reform document shows full transfer of land-development and infrastructure functions outside the issuer group.,doc_sch_20260630_0137_006; doc_sch_20260630_0137_006,false
master_0107,sch_20260630_0069,Jiangsu,Changzhou,常州滨湖建设发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,A local asset-transfer or budget-absorption document would be needed to code this as functional transfer or substantive exit.,doc_sch_20260630_0069_004; doc_sch_20260630_0069_004,false
master_0108,exp_20260703_0008,Shanxi,Jinzhong,晋中市公用基础设施投资控股(集团)有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Revisit if later municipal documents show that infrastructure and redevelopment functions were fully absorbed by budgetary agencies or transferred outside the issuer group.,doc_exp_20260703_0008_007; doc_exp_20260703_0008_007;doc_exp_20260703_0008_001,false
master_0109,exp2_20260703_0009,Jiangsu,Nanjing,南京江北新城投资发展有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The label relies on issuer and legal-opinion disclosures rather than a separate local-government exit-list document.,doc_exp2_20260703_0009_007; doc_exp2_20260703_0009_007;doc_exp2_20260703_0009_006,false
master_0110,sch_20260630_0132,Shandong,Rizhao,日照城投集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The packet is strong on continuing function but does not include an independently collected local platform-list exit notice.,doc_sch_20260630_0132_009; doc_sch_20260630_0132_002,false
master_0111,sch_20260630_0175,Shandong,Qingdao,青岛上合控股发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,Use robustness checks to separate development-zone platforms from ordinary prefecture or district city-investment groups.,doc_sch_20260630_0175_001; doc_sch_20260630_0175_001,false
master_0112,sch_20260630_0073,Jiangsu,Nantong,如东县东泰社会发展投资有限责任公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,The label is based on bond-disclosure materials; local-government reform notices have not yet been separately collected.,doc_sch_20260630_0073_003; doc_sch_20260630_0073_002,false
master_0113,exp_20260703_0001,Anhui,Bengbu,蚌埠市城市投资控股有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,3,,true,true,true,true,true,The source packet should be supplemented with a direct local reform document before using the case as high-confidence evidence.,doc_exp_20260703_0001_005; doc_exp_20260703_0001_001,false
master_0114,exp2_20260703_0001,Henan,Xuchang,许昌市城投发展集团有限公司,human_gold_standard,not_surrogate,gold_standard_exit_type,nominal_exit,nominal_exit,medium,4,,true,true,true,true,true,This is a strong nominal-exit case but should be flagged in robustness checks because the legal form of delegated construction is more elaborate than in simpler platform cases.,doc_exp2_20260703_0001_013; doc_exp2_20260703_0001_013,false
harvest_0001,sch_20260630_0001,,,四川省乡村发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0001_006; doc_sch_20260630_0001_007,true
harvest_0002,sch_20260630_0002,,,泰州市兴化国有资产投资控股有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0002_001; doc_sch_20260630_0002_002; doc_sch_20260630_0002_003; doc_sch_20260630_0002_004; doc_sch_20260630_0002_007; doc_sch_20260630_0002_008; doc_sch_20260630_0002_009,true
harvest_0003,sch_20260630_0003,,,珠海港控股集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0003_001; doc_sch_20260630_0003_002; doc_sch_20260630_0003_003; doc_sch_20260630_0003_007; doc_sch_20260630_0003_008,true
harvest_0004,sch_20260630_0004,,,厦门金圆投资集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0004_002; doc_sch_20260630_0004_004; doc_sch_20260630_0004_005; doc_sch_20260630_0004_011,true
harvest_0005,sch_20260630_0005,,,河北顺德投资集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0005_001; doc_sch_20260630_0005_004; doc_sch_20260630_0005_005; doc_sch_20260630_0005_007; doc_sch_20260630_0005_008,true
harvest_0006,sch_20260630_0006,,,济南高新控股集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0006_002; doc_sch_20260630_0006_003; doc_sch_20260630_0006_004; doc_sch_20260630_0006_005; doc_sch_20260630_0006_007,true
harvest_0007,sch_20260630_0007,,,苏州吴中国太发展有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0007_001; doc_sch_20260630_0007_005; doc_sch_20260630_0007_007; doc_sch_20260630_0007_008; doc_sch_20260630_0007_009,true
harvest_0008,sch_20260630_0008,,,湖州莫干山国有资本控股集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,low,2,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0008_011,true
harvest_0009,sch_20260630_0009,,,武汉光谷金融控股集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0009_002; doc_sch_20260630_0009_004; doc_sch_20260630_0009_007; doc_sch_20260630_0009_008,true
harvest_0010,sch_20260630_0010,,,淮安市国有联合投资发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0010_001; doc_sch_20260630_0010_002; doc_sch_20260630_0010_003; doc_sch_20260630_0010_004; doc_sch_20260630_0010_006,true
harvest_0011,sch_20260630_0011,,,吉安市井冈山开发区金庐陵经济发展有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,1,0,true,false,true,false,false,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",Harvest candidate priority=low; 2 attached documents.,true
harvest_0012,sch_20260630_0012,,,山东金曰交通发展集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0012_001; doc_sch_20260630_0012_011; doc_sch_20260630_0012_012,true
harvest_0013,sch_20260630_0013,,,嘉兴科技城投资发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0013_006; doc_sch_20260630_0013_009,true
harvest_0014,sch_20260630_0014,,,河南航空港投资集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0014_001; doc_sch_20260630_0014_009,true
harvest_0015,sch_20260630_0015,,,徐州经济技术开发区国有资产经营有限责任公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0015_002; doc_sch_20260630_0015_007; doc_sch_20260630_0015_008,true
harvest_0016,sch_20260630_0016,,,北京控股集团有限公司,human_reviewed_boundary,not_surrogate,human_reviewed_boundary,boundary_outside_core_frame,,low,1,,true,false,true,false,,Boundary-reviewed packet excluded from gold labels because it is outside the city-platform LGFV exit frame or lacks a direct official exit or transfer event.,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814144.html,false
harvest_0017,sch_20260630_0017,,,浙江安吉国控建设发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0017_001; doc_sch_20260630_0017_002; doc_sch_20260630_0017_005,true
harvest_0018,sch_20260630_0018,,,淮河能源控股集团有限责任公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0018_001; doc_sch_20260630_0018_002; doc_sch_20260630_0018_005,true
harvest_0019,sch_20260630_0019,,,江苏腾海投资控股集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0019_001; doc_sch_20260630_0019_002; doc_sch_20260630_0019_003; doc_sch_20260630_0019_005; doc_sch_20260630_0019_006; doc_sch_20260630_0019_007,true
harvest_0020,sch_20260630_0020,,,益阳市交通投资运营集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0020_001; doc_sch_20260630_0020_003; doc_sch_20260630_0020_004; doc_sch_20260630_0020_006; doc_sch_20260630_0020_007; doc_sch_20260630_0020_008,true
harvest_0021,sch_20260630_0021,,,泰兴市中兴国有资产经营投资集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0021_006; doc_sch_20260630_0021_009,true
harvest_0022,sch_20260630_0022,,,无锡市国联发展(集团)有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0022_002; doc_sch_20260630_0022_003; doc_sch_20260630_0022_004; doc_sch_20260630_0022_005,true
harvest_0023,sch_20260630_0023,,,甘肃能源化工投资集团有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0023_001; doc_sch_20260630_0023_002; doc_sch_20260630_0023_003; doc_sch_20260630_0023_005; doc_sch_20260630_0023_007; doc_sch_20260630_0023_009,true
harvest_0024,sch_20260630_0024,,,长沙天心城市发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0024_005; doc_sch_20260630_0024_006; doc_sch_20260630_0024_007; doc_sch_20260630_0024_009; doc_sch_20260630_0024_010,true
harvest_0025,sch_20260630_0025,,,知识城(广州)投资集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0025_004; doc_sch_20260630_0025_005,true
harvest_0026,sch_20260630_0026,,,广西投资集团金融控股有限公司,codex_surrogate,unresolved,llm_screened_no_direct_formal_event,no_direct_formal_event_observed,,low,2,0,true,false,true,false,true,"Usable source text exists, but Codex did not find a direct formal exit, compliance, transfer, or liquidation event.",doc_sch_20260630_0026_004; doc_sch_20260630_0026_005; doc_sch_20260630_0026_007; doc_sch_20260630_0026_009,true
harvest_0027,sch_20260630_0027,,,建安投资控股集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0027_001; doc_sch_20260630_0027_003; doc_sch_20260630_0027_005; doc_sch_20260630_0027_006; doc_sch_20260630_0027_007; doc_sch_20260630_0027_008; doc_sch_20260630_0027_009,true
harvest_0028,sch_20260630_0028,,,寿光市金旭产业发展集团有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,2,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0028_002; doc_sch_20260630_0028_004; doc_sch_20260630_0028_008,true
harvest_0029,sch_20260630_0029,,,江阴高新区投资开发有限公司,codex_surrogate,labeled,llm_surrogate_exit_type,nominal_exit,nominal_exit,medium,3,3,true,true,true,true,true,Requires human validation against original PDF line references before entering the gold-standard label file.,doc_sch_20260630_0029_002; doc_sch_20260630_0029_003; doc_sch_20260630_0029_004; doc_sch_20260630_0029_006; doc_sch_20260630_0029_009,true
