pool_id,pool_source,source_row_id,validation_status,case_pool_status,province,city,issuer_name,platform,source_doc_count,source_url,announcement_title,announcement_type,instrument_type,candidate_priority,historical_capacity_bin,debt_pressure_status,land_finance_dependence_status,llm_label_status,llm_label,llm_confidence,human_review_status,notes
harvest_0016,shclearing_harvest_broad,sch_20260630_0016,not_validated,candidate_harvest,,,北京控股集团有限公司,北京控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814144.html,北京控股集团有限公司2026年度第五期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0017,shclearing_harvest_broad,sch_20260630_0017,not_validated,candidate_harvest,,,浙江安吉国控建设发展集团有限公司,浙江安吉国控建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814107.html,浙江安吉国控建设发展集团有限公司2026年度第一期中期票据发行材料,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0018,shclearing_harvest_broad,sch_20260630_0018,not_validated,candidate_harvest,,,淮河能源控股集团有限责任公司,淮河能源控股集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814124.html,淮河能源控股集团有限责任公司2026年度第七期中期票据发行披露文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0019,shclearing_harvest_broad,sch_20260630_0019,not_validated,candidate_harvest,,,江苏腾海投资控股集团有限公司,江苏腾海投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814115.html,江苏腾海投资控股集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0020,shclearing_harvest_broad,sch_20260630_0020,not_validated,candidate_harvest,,,益阳市交通投资运营集团有限公司,益阳市交通投资运营集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814142.html,益阳市交通投资运营集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0021,shclearing_harvest_broad,sch_20260630_0021,not_validated,candidate_harvest,,,泰兴市中兴国有资产经营投资集团有限公司,泰兴市中兴国有资产经营投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814108.html,泰兴市中兴国有资产经营投资集团有限公司2026年度第八期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0022,shclearing_harvest_broad,sch_20260630_0022,not_validated,candidate_harvest,,,无锡市国联发展(集团)有限公司,无锡市国联发展(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260625_1814098.html,无锡市国联发展(集团)有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0023,shclearing_harvest_broad,sch_20260630_0023,not_validated,candidate_harvest,,,甘肃能源化工投资集团有限公司,甘肃能源化工投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813342.html,甘肃能源化工投资集团有限公司2026年度第一期中期票据(可持续挂钩/碳资产)发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0024,shclearing_harvest_broad,sch_20260630_0024,not_validated,candidate_harvest,,,长沙天心城市发展集团有限公司,长沙天心城市发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813355.html,长沙天心城市发展集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0025,shclearing_harvest_broad,sch_20260630_0025,not_validated,candidate_harvest,,,知识城(广州)投资集团有限公司,知识城(广州)投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813306.html,知识城(广州)投资集团有限公司2026年度第六期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0026,shclearing_harvest_broad,sch_20260630_0026,not_validated,candidate_harvest,,,广西投资集团金融控股有限公司,广西投资集团金融控股有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813326.html,广西投资集团金融控股有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0027,shclearing_harvest_broad,sch_20260630_0027,not_validated,candidate_harvest,,,建安投资控股集团有限公司,建安投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813338.html,建安投资控股集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0028,shclearing_harvest_broad,sch_20260630_0028,not_validated,candidate_harvest,,,寿光市金旭产业发展集团有限公司,寿光市金旭产业发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260624_1813332.html,寿光市金旭产业发展集团有限公司2026年度第四期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0029,shclearing_harvest_broad,sch_20260630_0029,not_validated,candidate_harvest,,,江阴高新区投资开发有限公司,江阴高新区投资开发有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812466.html,江阴高新区投资开发有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0030,shclearing_harvest_broad,sch_20260630_0030,not_validated,candidate_harvest,,,山西路桥建设集团有限公司,山西路桥建设集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812490.html,山西路桥建设集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0031,shclearing_harvest_broad,sch_20260630_0031,not_validated,candidate_harvest,,,温州市工业与能源发展集团有限公司,温州市工业与能源发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812467.html,温州市工业与能源发展集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0032,shclearing_harvest_broad,sch_20260630_0032,not_validated,candidate_harvest,,,亳州城建发展控股集团有限公司,亳州城建发展控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812498.html,亳州城建发展控股集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0033,shclearing_harvest_broad,sch_20260630_0033,not_validated,candidate_harvest,,,绍兴滨海新区控股集团有限公司,绍兴滨海新区控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812458.html,绍兴滨海新区控股集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0034,shclearing_harvest_broad,sch_20260630_0034,not_validated,candidate_harvest,,,陕西交通控股集团有限公司,陕西交通控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812518.html,陕西交通控股集团有限公司2026年度第七期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0035,shclearing_harvest_broad,sch_20260630_0035,not_validated,candidate_harvest,,,嘉善县高新科技园区建设投资有限公司,嘉善县高新科技园区建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812460.html,嘉善县高新科技园区建设投资有限公司2026年度第四期中期票据发行材料,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0036,shclearing_harvest_broad,sch_20260630_0036,not_validated,candidate_harvest,,,河南创新投资集团有限公司,河南创新投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812469.html,河南创新投资集团有限公司2026年度第一期科技创新债券发行材料,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0037,shclearing_harvest_broad,sch_20260630_0037,not_validated,candidate_harvest,,,徐州经济技术开发区国有资产经营有限责任公司,徐州经济技术开发区国有资产经营有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812485.html,徐州经济技术开发区国有资产经营有限责任公司2026年度第三期中期票据发行材料,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0038,shclearing_harvest_broad,sch_20260630_0038,not_validated,candidate_harvest,,,徐州经济技术开发区国有资产经营有限责任公司,徐州经济技术开发区国有资产经营有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812482.html,徐州经济技术开发区国有资产经营有限责任公司2026年度第四期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0039,shclearing_harvest_broad,sch_20260630_0039,not_validated,candidate_harvest,,,陕西有色金属控股集团有限责任公司,陕西有色金属控股集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260623_1812508.html,陕西有色金属控股集团有限责任公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0040,shclearing_harvest_broad,sch_20260630_0040,not_validated,candidate_harvest,,,临沂投资发展集团有限公司,临沂投资发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811728.html,关于临沂投资发展集团有限公司2026年度第二期中期票据的发行文件材料补充说明及补充文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0041,shclearing_harvest_broad,sch_20260630_0041,not_validated,candidate_harvest,,,西宁城市发展有限公司,西宁城市发展有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811638.html,西宁城市发展有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0042,shclearing_harvest_broad,sch_20260630_0042,not_validated,candidate_harvest,,,嘉兴科技城投资发展集团有限公司,嘉兴科技城投资发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811575.html,嘉兴科技城投资发展集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0043,shclearing_harvest_broad,sch_20260630_0043,not_validated,candidate_harvest,,,厦门港务控股集团有限公司,厦门港务控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811641.html,厦门港务控股集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0044,shclearing_harvest_broad,sch_20260630_0044,not_validated,candidate_harvest,,,丹阳投资集团有限公司,丹阳投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811650.html,丹阳投资集团有限公司2026年度第七期中期票据发行材料,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0045,shclearing_harvest_broad,sch_20260630_0045,not_validated,candidate_harvest,,,徐州经济技术开发区国有资产经营有限责任公司,徐州经济技术开发区国有资产经营有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811642.html,徐州经济技术开发区国有资产经营有限责任公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0046,shclearing_harvest_broad,sch_20260630_0046,not_validated,candidate_harvest,,,徐州市交通控股集团有限公司,徐州市交通控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811572.html,徐州市交通控股集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0047,shclearing_harvest_broad,sch_20260630_0047,not_validated,candidate_harvest,,,溧阳市城市建设发展集团有限公司,溧阳市城市建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811571.html,溧阳市城市建设发展集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0048,shclearing_harvest_broad,sch_20260630_0048,not_validated,candidate_harvest,,,常州市交通产业集团有限公司,常州市交通产业集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811573.html,常州市交通产业集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0049,shclearing_harvest_broad,sch_20260630_0049,not_validated,candidate_harvest,,,盐城市城南新区开发建设投资有限公司,盐城市城南新区开发建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260622_1811617.html,盐城市城南新区开发建设投资有限公司2026年度第二期中期票据发行披露文件,issuance_packet,mtn,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0050,shclearing_harvest_broad,sch_20260630_0050,not_validated,candidate_harvest,,,泉州交通发展集团有限责任公司,泉州交通发展集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809642.html,泉州交通发展集团有限责任公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0051,shclearing_harvest_broad,sch_20260630_0051,not_validated,candidate_harvest,,,北京未来科学城发展集团有限公司,北京未来科学城发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809645.html,北京未来科学城发展集团有限公司2026年度第四期中期票据(项目收益)发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0052,shclearing_harvest_broad,sch_20260630_0052,not_validated,candidate_harvest,,,南京市交通建设投资控股(集团)有限责任公司,南京市交通建设投资控股(集团)有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809676.html,南京市交通建设投资控股(集团)有限责任公司2026年度第五期中期票据发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0053,shclearing_harvest_broad,sch_20260630_0053,not_validated,candidate_harvest,,,知识城(广州)投资集团有限公司,知识城(广州)投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809646.html,知识城(广州)投资集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0054,shclearing_harvest_broad,sch_20260630_0054,not_validated,candidate_harvest,,,黄石市东楚投资集团有限公司,黄石市东楚投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809641.html,黄石市东楚投资集团有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0055,shclearing_harvest_broad,sch_20260630_0055,not_validated,candidate_harvest,,,上饶创新发展产业投资集团有限公司,上饶创新发展产业投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809650.html,上饶创新发展产业投资集团有限公司2026年度第二期中期票据发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0056,shclearing_harvest_broad,sch_20260630_0056,not_validated,candidate_harvest,,,新疆城建(集团)股份有限公司,新疆城建(集团)股份有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809656.html,新疆城建(集团)股份有限公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0057,shclearing_harvest_broad,sch_20260630_0057,not_validated,candidate_harvest,,,常州天宁建设发展集团有限公司,常州天宁建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809643.html,常州天宁建设发展集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0058,shclearing_harvest_broad,sch_20260630_0058,not_validated,candidate_harvest,,,嘉善县高新科技园区建设投资有限公司,嘉善县高新科技园区建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809637.html,嘉善县高新科技园区建设投资有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0059,shclearing_harvest_broad,sch_20260630_0059,not_validated,candidate_harvest,,,无锡市高新区创业投资控股集团有限公司,无锡市高新区创业投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809664.html,无锡市高新区创业投资控股集团有限公司2026年度第二期科技创新债券发行文件,issuance_packet,mtn,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0060,shclearing_harvest_broad,sch_20260630_0060,not_validated,candidate_harvest,,,徐州经济技术开发区国有资产经营有限责任公司,徐州经济技术开发区国有资产经营有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260618_1809657.html,徐州经济技术开发区国有资产经营有限责任公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0061,shclearing_harvest_broad,sch_20260630_0061,not_validated,candidate_harvest,,,中煤矿山建设集团有限责任公司,中煤矿山建设集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260617_1808746.html,中煤矿山建设集团有限责任公司2026年度第一期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0062,shclearing_harvest_broad,sch_20260630_0062,not_validated,candidate_harvest,,,山西交通控股集团有限公司,山西交通控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260617_1808631.html,山西交通控股集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0063,shclearing_harvest_broad,sch_20260630_0063,not_validated,candidate_harvest,,,苏州市轨道交通集团有限公司,苏州市轨道交通集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260617_1808635.html,苏州市轨道交通集团有限公司2026年度第二期绿色中期票据(碳中和债)发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0064,shclearing_harvest_broad,sch_20260630_0064,not_validated,candidate_harvest,,,宿州市城市建设投资集团(控股)有限公司,宿州市城市建设投资集团(控股)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260617_1808730.html,宿州市城市建设投资集团(控股)有限公司2026年度第三期中期票据发行披露文件,issuance_packet,mtn,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0065,shclearing_harvest_broad,sch_20260630_0065,not_validated,candidate_harvest,,,广东省铁路建设投资集团有限公司,广东省铁路建设投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/mtn/202606/t20260617_1808649.html,广东省铁路建设投资集团有限公司2026年度第三期中期票据发行文件,issuance_packet,mtn,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0066,shclearing_harvest_broad,sch_20260630_0066,not_validated,candidate_harvest,,,温州市交通运输集团有限公司,温州市交通运输集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260630_1817137.html,温州市交通运输集团有限公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0067,shclearing_harvest_broad,sch_20260630_0067,not_validated,candidate_harvest,,,无锡市国联发展(集团)有限公司,无锡市国联发展(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260630_1817140.html,无锡市国联发展(集团)有限公司2026年度第十期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0068,shclearing_harvest_broad,sch_20260630_0068,not_validated,candidate_harvest,,,嘉兴市嘉秀发展投资控股集团有限公司,嘉兴市嘉秀发展投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260630_1817141.html,嘉兴市嘉秀发展投资控股集团有限公司2026年度第三期超短期融资券发行材料,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0069,shclearing_harvest_broad,sch_20260630_0069,not_validated,candidate_harvest,,,常州滨湖建设发展集团有限公司,常州滨湖建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260630_1817246.html,常州滨湖建设发展集团有限公司2026年度第十四期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0070,shclearing_harvest_broad,sch_20260630_0070,not_validated,candidate_harvest,,,珠海港控股集团有限公司,珠海港控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260630_1817336.html,珠海港控股集团有限公司2026年度第六期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0071,shclearing_harvest_broad,sch_20260630_0071,not_validated,candidate_harvest,,,宜昌城发实业投资有限公司,宜昌城发实业投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260629_1816544.html,宜昌城发实业投资有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0072,shclearing_harvest_broad,sch_20260630_0072,not_validated,candidate_harvest,,,陕西建工控股集团有限公司,陕西建工控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260626_1815100.html,陕西建工控股集团有限公司2026年度第二期超短期融资券发行材料,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0073,shclearing_harvest_broad,sch_20260630_0073,not_validated,candidate_harvest,,,如东县东泰社会发展投资有限责任公司,如东县东泰社会发展投资有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260626_1815017.html,如东县东泰社会发展投资有限责任公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0074,shclearing_harvest_broad,sch_20260630_0074,not_validated,candidate_harvest,,,南通产业控股集团有限公司,南通产业控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260625_1814105.html,南通产业控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0075,shclearing_harvest_broad,sch_20260630_0075,not_validated,candidate_harvest,,,南京江宁科学园发展集团有限公司,南京江宁科学园发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260625_1814097.html,南京江宁科学园发展集团有限公司2026年度第十三期超短期融资券发行文件(更新),issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0076,shclearing_harvest_broad,sch_20260630_0076,not_validated,candidate_harvest,,,嘉兴市嘉秀发展投资控股集团有限公司,嘉兴市嘉秀发展投资控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260624_1813347.html,嘉兴市嘉秀发展投资控股集团有限公司2026年度第二期超短期融资券发行材料,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0077,shclearing_harvest_broad,sch_20260630_0077,not_validated,candidate_harvest,,,苏州市相城城市建设投资(集团)有限公司,苏州市相城城市建设投资(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260624_1813321.html,苏州市相城城市建设投资(集团)有限公司2026年度第三期超短期融资券发行文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0078,shclearing_harvest_broad,sch_20260630_0078,not_validated,candidate_harvest,,,义乌中国小商品城控股集团有限公司,义乌中国小商品城控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260624_1813346.html,义乌中国小商品城控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0079,shclearing_harvest_broad,sch_20260630_0079,not_validated,candidate_harvest,,,常州滨湖建设发展集团有限公司,常州滨湖建设发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260624_1813341.html,常州滨湖建设发展集团有限公司2026年度第十三期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0080,shclearing_harvest_broad,sch_20260630_0080,not_validated,candidate_harvest,,,张家港市城市投资发展集团有限公司,张家港市城市投资发展集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812455.html,张家港市城市投资发展集团有限公司2026年度第二期超短期融资券发行文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0081,shclearing_harvest_broad,sch_20260630_0081,not_validated,candidate_harvest,,,振石控股集团有限公司,振石控股集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812495.html,振石控股集团有限公司2026年度第一期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0082,shclearing_harvest_broad,sch_20260630_0082,not_validated,candidate_harvest,,,乐山国有资产投资运营(集团)有限公司,乐山国有资产投资运营(集团)有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812503.html,乐山国有资产投资运营(集团)有限公司2026年度第二期超短期融资券发行披露文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0083,shclearing_harvest_broad,sch_20260630_0083,not_validated,candidate_harvest,,,浙江省交通投资集团有限公司,浙江省交通投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812507.html,浙江省交通投资集团有限公司2026年度第十期超短期融资券发行披露文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0084,shclearing_harvest_broad,sch_20260630_0084,not_validated,candidate_harvest,,,爱尔医疗投资集团有限公司,爱尔医疗投资集团有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812457.html,爱尔医疗投资集团有限公司2026年度第一期超短期融资券发行材料,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0085,shclearing_harvest_broad,sch_20260630_0085,not_validated,candidate_harvest,,,天津津南城市建设投资有限公司,天津津南城市建设投资有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812483.html,天津津南城市建设投资有限公司2026年度第六期超短期融资券发行文件,issuance_packet,scp,high,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0086,shclearing_harvest_broad,sch_20260630_0086,not_validated,candidate_harvest,,,中国交通建设股份有限公司,中国交通建设股份有限公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812475.html,中国交通建设股份有限公司2026年度第六期超短期融资券发行文件,issuance_packet,scp,low,,not_collected,not_collected,pending,,,not_reviewed,
harvest_0087,shclearing_harvest_broad,sch_20260630_0087,not_validated,candidate_harvest,,,江西省交通投资集团有限责任公司,江西省交通投资集团有限责任公司,1,https://www.shclearing.com.cn/xxpl/fxpl/scp/202606/t20260623_1812517.html,江西省交通投资集团有限责任公司2026年度第五期超短期融资券(浮息债券)发行文件,issuance_packet,scp,medium,,not_collected,not_collected,pending,,,not_reviewed,
